galery_name,gallery_link,gallery_imgs
Lisson Gallery,https://www.galleriesnow.net/gallery/lisson-gallery/,"[""https://www.galleriesnow.net/wp-content/uploads/2024/04/Hugh-Hayden.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/04/Opticks_frame.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Lisson-Gallery-27-Bell-St.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Lisson-Gallery-67-Lisson-St.jpg""]"
Lisson Gallery New York,https://www.galleriesnow.net/gallery/lisson-gallery/,"[""https://www.galleriesnow.net/wp-content/uploads/2024/04/Hugh-Hayden.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/04/Opticks_frame.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Lisson-Gallery-27-Bell-St.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Lisson-Gallery-67-Lisson-St.jpg""]"
Luhring Augustine Chelsea,https://www.galleriesnow.net/gallery/luhring-augustine-gallery/,"[""https://www.galleriesnow.net/wp-content/uploads/2024/04/Luhring-Augustine-Chelsea-Tiptoeing-Through-the-Kitchen-3.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Luhring-Augustine-Tribeca-Tomm-El-Saieh-and-Diego-Singh-2.jpg""]"
Marlborough New York,https://www.galleriesnow.net/gallery/marlborough-fine-art/,"[""https://www.galleriesnow.net/wp-content/uploads/2024/05/Marlborough-New-York-Martin-Eder-1.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Marlborough-New-York-Francis-Bacon-and-Lucian-Freud-3.jpg""]"
Michael Rosenfeld Gallery,https://www.galleriesnow.net/gallery/michael-rosenfeld-gallery/,[]
Nara,https://www.galleriesnow.net/gallery/galeria-nara-roesler/,"[""https://www.galleriesnow.net/wp-content/uploads/2024/05/Nara-Roesler-New-York-Rodolpho-Parigi-4.jpg""]"
Nicola Vassell Gallery,https://www.galleriesnow.net/gallery/nicola-vassell-gallery/,"[""https://www.galleriesnow.net/wp-content/uploads/2024/05/Nicola-Vassell-Ming-Smith-7.jpg""]"
Nohra Haime Gallery,https://www.galleriesnow.net/gallery/nohra-haime-gallery/,"[""https://www.galleriesnow.net/wp-content/uploads/2024/04/Nohra-Haime-FIRE-AND-EARTH-1.jpg""]"
"Petzel, 520 W 25th St",https://www.galleriesnow.net/gallery/friedrich-petzel-gallery/,"[""https://www.galleriesnow.net/wp-content/uploads/2024/05/Petzel-Nikita-Gale-1.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Petzel-Stefanie-Heinze-1.jpg""]"
Sean Kelly Gallery,https://www.galleriesnow.net/gallery/sean-kelly-gallery/,"[""https://www.galleriesnow.net/wp-content/uploads/2024/05/Sean-Kelly-New-York-Hugo-McCloud-6.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Sean-Kelly-Los-Angeles-It-Never-Entered-My-Mind-3.jpg""]"
Templon,https://www.galleriesnow.net/gallery/templon/,"[""https://www.galleriesnow.net/wp-content/uploads/2024/05/Templon-Brussels-Abdoulaye-Konate-2.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Templon-New-York-Norbert-Bisky-6.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Templon-Paris-Francois-Rouan-8.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Templon-Paris-Michael-Ray-Charles-4.jpg""]"
Tina Kim Gallery,https://www.galleriesnow.net/gallery/tina-kim-gallery/,"[""https://www.galleriesnow.net/wp-content/uploads/2024/05/Tina-Kim-Gallery-Suki-Seokyeong-Kang-1.jpg""]"
Yancey Richardson Gallery,https://www.galleriesnow.net/gallery/yancey-richardson-gallery/,"[""https://www.galleriesnow.net/wp-content/uploads/2024/05/Letinsky.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Bryan-Graf.jpg""]"
