galery_name,city_name,exhibition_link,exhibition_image_link,artist_name,artist_link,exhibition_description,exhibition_name,galery_adress,open hours,time_period
Gagosian Hong Kong,Hong Kong,https://www.galleriesnow.net/shows/andy-warhols-long-shadow/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,,"Warhol was one of the most prolific artists of the twentieth century, and his work’s staying power has been augmented by its enormous diversity. Over the course of four decades, he continually reinvented his practice, moving from his intimate drawings of the 1950s to iconic silkscreened Pop paintings of celebrities, consumer goods, and disasters in the 1960s; portraits of the social elite in the 1970s; and photographs, television shows, and collaborative projects in the 1980s. This heterogeneity has seen Warhol’s legacy inform and inspire numerous contemporary artists.Warhol’s paintings Silver Liz [Studio Type] (1963), Mao (1973), and Marilyn Monroe (1979), and his Screen Test film of Donyale Luna (1965–66), redefined portraiture in relation to contemporary style, power, and celebrity. In addition, Brillo Box (1964) and Dollar Sign (1981) brought commercial design and financial icons into the realm of fine art, while his Flowers (1964) and Shadows series (1978–79) introduced new modes of abstraction.The new styles of representation that Warhol developed and his challenging of gender norms both resonate with the thematic centrality of identity, glamour, and performance to photographs by Nan Goldin, which here include Ivy in opera gloves, Boston (1972). Jean-Michel Basquiat’s double portrait of himself with Warhol, Dos Cabezas (1982), was made shortly after Basquiat first met his idol, while Sweet Pungent (1984–85) is one of more than 160 paintings on which the pair collaborated—it also saw Warhol return to painting by hand.As often as Warhol experimented with new art-making strategies, he also reimagined his public persona through techniques of doubling, masking, and recording. In his Polaroid Self-Portrait in Fright Wig (1986), he alters his appearance by donning silver wig and sunglasses, also obscuring his features in shadow. Foregrounding an uneasy affinity with this approach, Douglas Gordon’s Self-Portrait of You +Me (2 piece) Andy (2008) comprises a commercial reproduction of a self-portrait of a bewigged Warhol that is partially burned, split, and mounted to a mirrored background. Dew (2023) by Urs Fischer employs post-Warholian strategies of appropriation and transformation of commercial imagery, while in The Athlete (2024), Nathaniel Mary Quinn interprets Polaroids and paintings of Muhammad Ali and Kareem Abdul-Jabbar from Warhol’s Athletes series, along with a Campbell’s soup can.Zeng Fanzhi’s double portrait of himself and Warhol in Fly (2000) imagines the two artists—their features hidden behind identical masks—standing in a field of flowers, as two jets fly overhead. A new painting by Takashi Murakami resonates with Warhol’s Flowers by abstracting from nature to create an instantly recognizable form, while Sky (2012) by Alex Israel recalls the Pop artist’s embrace of artificiality. Cool Down Bench (RWB) (2023) by Derrick Adams embraces popular culture, Untitled (2010) by Richard Prince employs a humor conversant with Warhol’s, and Sterling Ruby’s BC (4833) (2014) is inspired in part by Warhol’s Rorschach paintings. Through these works, Andy Warhol’s Long Shadow brings to light unexpected juxtapositions with artists whose work “thinks” through, with, and beyond Warhol’s oeuvre, demonstrating its enduring relevance.",Andy Warhol’s Long Shadow,"7/F Pedder Building, 12 Pedder Street, Central",Tue-Sat 11am-7pm, 25 Mar  - 22 Jun 2024  
Gagosian Le Bourget,Paris,https://www.galleriesnow.net/shows/theaster-gates-black-mystic/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Theaster Gates,https://www.galleriesnow.net/artist/theaster-gates/,"Concurrent with the exhibition at Le Bourget, Theaster Gates: Afro-Mingei will be at the Mori Art Museum, Tokyo, from April 24 through September 1, 2024. The artist’s first solo exhibition in Japan and his largest ever in Asia, Afro-Mingei centers on the cultural hybridity that informs Gates’s work, combining Black diasporic culture with Japanese craft traditions. Together, the exhibitions in France and Japan present interrelated aspects of his wide-ranging oeuvre, bridging both the works’ individual significance and the modes of public address that are fundamental to his practice.Made with roofing material of bitumen-infused polyester mats known as torch down, these complex, collage-like compositions of layered and juxtaposed color bear the marks of flame and tar used to bind them together. These transformative processes are charged with significance both as vital infrastructure that usually goes unnoticed and as the artist’s familial legacy. Included in the exhibition at Le Bourget is the tar kettle that he inherited from his late father, a professional roofer. For Gates, working with tar is a means to produce art that engages with modernist abstraction as well as modes of craft and labor, while serving to commemorate his father.For the first time, Gates incorporates words into his tar paintings, using large stencils to apply them and competing with the scale of billboards. “1-800 ROOFING” is a slogan that advertises a fictive company, reinforcing the artist’s conception of art as a collective endeavor. In addition, he incorporates silkscreened imagery from the archives of the Johnson Publishing Company, the Chicago-based publisher of Ebony and Jet magazines, which Gates has preserved in their entirety through his Rebuild Foundation. The silkscreened image of a singer signifies the central role of Black music and musicians in defining American culture.",Theaster Gates: Black Mystic,"26 avenue de l’Europe, 93350",Tue-Sat 11am-6pm, 13 Apr  - 23 Jul 2024  
Gagosian Open,London,https://www.galleriesnow.net/shows/nan-goldin-sisters-saints-sibyls/,https://www.galleriesnow.net/wp-content/uploads/2024/05/Gagosian-Open.jpg,Nan Goldin,https://www.galleriesnow.net/artist/nan-goldin/,"Goldin begins her film Sisters, Saints, Sibyls (2004–22) with the myth of Saint Barbara, presenting the story of the early Christian martyr as a three-channel projection that echoes the triptych format of classical religious painting. Images of Saint Barbara accompany a voiceover that describes her defiance of her parents’ beliefs, a transgression for which they tortured her. This is analogous to the real subject of Goldin’s film and underpins its visual narrative.In 1958, Goldin’s elder sister, Barbara Holly Goldin, was sent to a psychiatric detention center at age twelve. She spent time in and out of such facilities for the next six years. Barbara was accused of “acting out, open defiance, sexually provocative behavior, association with undesirable friends, [and being] loud and coarse in speech.” Reports state that she went on dates with an older Black man, appeared to be confused about her sexual identity, and refused to shave her legs. Barbara stirred up a perfect storm of middle-class, midcentury fears around race, sexuality, and gender roles.Goldin was a witness to the physical and psychic abuse that Barbara suffered and that her family tried to conceal. Barbara’s death by suicide in 1965, at the age of eighteen, was a defining event in Goldin’s life, prompting her to rebel against and run away from her living situation at the time, and the remainder of Sisters, Saints, Sibyls describes how she found her tribe of fellow rebels. She shows us her own experience with addiction, confinement, and self-harm, and that with living comes not only maturity and change, but also loss and pain.For the site of the Gagosian Open presentation of Sisters, Saints, Sibyls, Goldin chose a deconsecrated church in Soho known as the Welsh chapel. The installation is a visceral, immersive environment, referencing nineteenth-century operating theaters. The piece was originally conceived in 2004, for the chapel of the Hôpital de la Salpêtrière, Paris. Salpêtrière was founded as an asylum in 1656 and was where Jean-Martin Charcot practiced his experiments on “hysteric” women. Goldin’s life’s work has always been about fighting stigma embedded in our society, addressing issues that include mental illness, addiction, and sexuality.This Will Not End Well is a retrospective focused on Goldin’s moving-image work, recently on view at Moderna Museet, Stockholm (2022–23), and Stedelijk Museum Amsterdam (2023–24), and traveling to the Neue Nationalgalerie, Berlin; Pirelli HangarBicocca, Milan; and Grand Palais, Paris, over the next two years.This fall, Gagosian will present an exhibition of Goldin’s work in New York.Nan Goldin was born in Washington, DC, in 1953. She lives and works in New York, Berlin, and Paris. Her work is represented in major public and private collections worldwide. Retrospectives include I’ll Be Your Mirror, Whitney Museum of American Art, New York (1996–97, traveled to Kunstmuseum Wolfsburg, Germany, 1997; Stedelijk Museum Amsterdam, 1997; Fotomuseum Winterthur, Switzerland, 1997; Kunsthalle Wien, Vienna, 1998; and Národní galerie Praha, Prague, 1998); and Le Feu Follet, Centre Pompidou, Paris (2001, traveled as Devil’s Playground to Whitechapel Gallery, London, 2002; Museo Nacional Centro de Arte Reina Sofía, Madrid, 2002; Fundação Serralves, Porto, Portugal, 2002; Castello di Rivoli Museo d’Arte Contemporanea, Turin, Italy, 2002–03; and Ujazdowski Castle Centre for Contemporary Art, Warsaw, 2003). Goldin was appointed Commandeur des Arts et des Lettres by the Republic of France (2006), and is the recipient of numerous awards, including the Hasselblad Award (2007), Edward MacDowell Medal (2012), Centenary Medal from London’s Royal Photographic Society (2018), and Käthe Kollwitz Prize (2022).","Nan Goldin: Sisters, Saints, Sibyls","83 Charing Cross Road, WC2H 0AA",Tue-Sun 10am-6pm, 30 May  - 23 Jun 2024  
Gagosian Rome,Rome,https://www.galleriesnow.net/shows/oscar-murillo-marks-and-whispers/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Oscar Murillo,https://www.galleriesnow.net/artist/oscar-murillo/,"Murillo is known for expansive canvases, constructed from stitched-together elements, which incorporate elements of gesture, text, and studio detritus. He also produces books, drawings, sculptural installations, and videos that deconstruct and map flows of populations, power, and resources in currents of globalization and cultural exchange. Through each strand of his practice, Murillo probes ideas of collectivity and shared culture, and demonstrates a commitment to the power of material presence.Each work in Marks and Whispers stands as a marker, suggesting fragility, despair, vulnerability, and precariousness. Hung on freestanding walls, the paintings activate the gallery’s ovoid rotunda with complex sight lines, their surfaces layered with arresting hues of scarlet that hint at the anguish which underlies a world of privilege. Such references reflect Murillo’s interrogative process of painting, which frequently involves the dense and intuitive layering of paint and the subsequent scarring of the canvas. In Marks and Whispers, this intense transfer of energy is foregrounded, as one work leads to another.The exhibition begins with paintings from Catalyst, an ongoing series that Murillo began as a student in 2011. Each of these works is produced by saturating a skein of canvas with pigment, then laying a second canvas on top and using a long stylus to transfer marks from one surface to the other in an explosive full-body process. The first painted sheet is then used multiple times to make new works, each one infused with the energy of drawing.Works from the Manifestation series (2018–) build on this technique, as dense gestural marks and thick impasto are layered atop stitched-together fragments of canvas. Their surfaces embody the physicality of the act of painting, a palpable “manifestation”; imposing in scale, they are energized by the conviction and urgency of dissenting action. The compositions on view are thus materially interconnected, culminating in entries from Scarred Spirits, Murillo’s most recent series, presented here for the first time. A meditation on automatic and large-scale drawing, they contain a history of his studio practice and represent an evolution in his process.Murillo’s interrogation of mark making continues in his Flight drawings, which incorporate repeated ink marks, letters, words, and numbers drawn by the artist while traveling across the globe. These works are characterized by a simplicity of means, their maker taking advantage of travel’s meditative lull to experiment with the possibilities of improvisation with a restricted range of tools. Through their visual detachment from territory, the drawings question the geographical and discursive marks that carve out patterns of nationhood and migration, reconfiguring our understanding of the globe.From July 20 to August 26, Murillo will present a newly commissioned installation, The Flooded Garden, at Tate Modern, London, as part of the UNIQLO Tate Play program. Concurrent to the Rome exhibition, Murillo’s work is the subject of exhibitions at the Museu Serralves, Porto, Portugal; WIELS Contemporary Art Centre, Brussels; and Kunsthalle Wien, Vienna.",Oscar Murillo: Marks and Whispers,"Via Francesco Crispi 16, 00187",Tue-Sat 10.30am-7pm, 12 Apr  - 15 Jun 2024  
"Gagosian Shop, London",London West End,https://www.galleriesnow.net/shows/nan-goldin/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Nan Goldin,https://www.galleriesnow.net/artist/nan-goldin/,"Among Goldin’s earliest work, these photographs date from 1972 to 1974 and inspired the direction of her work for the subsequent fifty years. The black-and-white images commemorate Goldin’s closest friends, members of Boston’s transgender community. Goldin depicted them in a shared apartment and at one of her favorite places, The Other Side, the city’s most prominent drag club and one of the only queer spaces that existed in Boston at the time. Conveying the beauty, glamour, vulnerability, and joy of her chosen family, the photographs document what she terms “gender euphoria.” As Goldin has explained, “I wanted to pay homage, to show them how beautiful they were.”The exhibition at Burlington Arcade is open concurrently with Nan Goldin: Sisters, Saints, Sibyls—the second presentation in the Gagosian Open series of off-site exhibitions—on view at 83 Charing Cross Road from May 30 to June 23, 2024. Goldin is also taking over the Gagosian Shop, with a reading room of books chosen by the artist on the basement level and a wide selection of publications on her work for sale on the ground floor.",Nan Goldin,"28–29 Burlington Arcade, W1J 0QJ",Tue-Sat 10am-6pm, 14 May  - 22 Jun 2024  
Gagosian West 21st St,New York Chelsea,https://www.galleriesnow.net/shows/maurizio-cattelan-sunday-curated-by-francesco-bonami/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Maurizio Cattelan,https://www.galleriesnow.net/artist/maurizio-cattelan/,"Born in Padua in 1960, Cattelan is one of the most provocative figures in the art world. Often dismissed as a prankster, he is a deeply political artist whose work investigates issues that affect us all. In Sunday, his debut solo exhibition at Gagosian, Cattelan will affirm his ability to address art history and current affairs simultaneously, presenting them as two parallel but paradoxically convergent tracks. Cattelan is, in the words of the exhibition’s curator Francesco Bonami, “the most famous Italian artist since Caravaggio.” While the claim may seem overblown, the popularity of the artist’s recent exhibitions at UCCA Center for Contemporary Art, Beijing, and the Leeum Museum of Art, Seoul, confirm his ability to engage both art-world audiences and a global public.Cattelan’s work will also be on view as part of the Vatican’s exhibition for the Holy See Pavilion at the 60th Biennale di Venezia (April 20–November 24).",Maurizio Cattelan: Sunday | Curated by Francesco Bonami,"522 West 21st Street, NY 10011",Tue-Sat 10am-6pm, 30 Apr  - 15 Jun 2024  
Galerie Buchholz,New York Upper East Side,https://www.galleriesnow.net/shows/jutta-koether-1982-1983-1984/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Jutta Koether,https://www.galleriesnow.net/artist/jutta-koether/,,"Jutta Koether: 1982, 1983, 1984","17 East 82nd St, NY 10028",Tue-Sat 10am-6pm, 22 May  - 27 Jul 2024  
Galerie Eva Presenhuber Vienna,Vienna,https://www.galleriesnow.net/shows/josh-smith-studio-news/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Josh Smith,https://www.galleriesnow.net/artist/josh-smith/,"In 2019, just before the dawn of COVID, Smith was interviewed by Ross Simonini for ArtReview in his studio warehouse in New York City, a multi-level live-work space and library with a lettuce garden in the basement. Even before the lockdown began, Smith had been living in isolation for years, rarely leaving the house and avoiding interviews as he focused on paintings for a major exhibition in New York.Since the pandemic, Smith has emerged transformed as a new public persona. On Instagram, his presence suggests that he is an art-world ambassador, and on YouTube, he hosts an ongoing lo-fi series called Studio News, in which he discusses his artistic pursuits and sometimes nothing at all. It is ‘straight man’ comedy, sprinkled with revelations about his inner life, all mixed up. It is the kind of unblinking deadpan that often looks back at you from Smith’s paintings: a sincere satire.On the occasion of his new show Studio News at Galerie Eva Presenhuber in Vienna, Smith reached out Simonini and asked to do a second interview to follow up on their initial conversation and respond to its heavy, introspective tone.Ross Simonini Did you want to do a revised interview because your personality has changed since our first talk?Josh Smith Yes, I was in a dark place at that time, but not so much anymore.RS I feel like I can see that with your new use of Instagram and YouTube.JS It’s all been positive. I’ve met a lot of people, exposed myself to new opportunities, and have been able to play around with how people see me.RS Would you say that you post things for other people or yourself?JS Well both. It’s for anyone. I like archiving little things. I like the way the grid looks. How the platforms preserve the content. Often times I post things that I know people won’t particularly like. People want art but that’s not always what I can give. I want human stuff as well. I think of it all as an art project. It’s a new medium for me. It’s the same way I think about my paintings. I’m excited about YouTube now.RS You have a program called Studio News, which is sort of an ironic title.JS Because nothing happens in the studio.RS There is no news.JS Never.RS Do you enjoy being a public persona now?JS Fortunately, not too public. It makes me self-conscious but I like that feeling. Making art makes me feel self-conscious too.RS Showing or making?JS Making. In the studio I have anxiety about changing. I get turned off by the idea of doing the same thing over and over again. But it’s nerve wracking to change... You do that too, change what you make.RS I do. It’s tricky. People want you to stay the same, like a brand.JS If you want to change you have to lean into it. You have to hammer it hard. I don’t want to be an artist who makes the same thing over and over and this body of work illustrates another change.RS They feel new to me in many ways. Your images seem to dance across the canvas now. How do they feel new to you?JS I’m taking away the figure, ground relationship, the background and foreground. It’s all over. The stencils negate the expressionist qualities. I worked and hoped for this.RS But you are making the stencils.JS Yes, I cut them. I make them myself.RS Do you think about the word “pop”?JS Yes, sometimes. Most art is pop art now. It’s the kind of time we are in. Things are all on social media, which is pop. I want to make pop art, but I don’t want to do Warhol.RS The last show was all red paintings.JS Red is repulsive. It’s also alluring. During that time red was everywhere in my studio. And I left the stencils out of that show intentionally. It’s a power color, but I did it. Now I’m pushing against that. That’s what I do. Often, I am reacting against the past show or reacting to anything. This helps make my work feel alive.RS When did you make these paintings?JS I made these in the late fall, early winter... But I don’t understand what they mean.RS I’d never ask you that.JS I know you wouldn’t. I think they are somewhat self-portraits. They are collections of things around me. Collections. That could be a good title. That gives it value, or a way for them to connect.RS It’s like you’re building a vocabulary and then constructing sentences.JS It’s exactly that. That’s what I did. I used my vocabulary to make sentences.RS They’re simple, archetypal images. Most people have a relationship to these things.JS The ladder is something I painted in college because it’s neutral. And I love the eagle, the rope...all of it.RS Do you see this vocabulary as Halloween-y?RS My work does get Halloween-y sometimes. It’s what seems to happen. Maybe it is a search for an inner child. Not being such an adult about things.JS Do you plan your paintings?RS Not right now. A lot of times I don’t. I only want to paint. The stencils allow me to relish in that idea. When I would start these, I had the ingredients, but I didn’t know what I was making. This was a new way to work. I hope the viewer can clearly tell how the paintings were constructed.RS That seems generous, to allow people into the process. Do you think these paintings document the change in your personality?JS I hadn’t thought of it but the work is much more buoyant. It’s less heavy, especially compared to red paintings. Those felt menacing, toward me. These feel more open-ended. I try to make all my paintings open-ended. I come up with an idea and make it function. A lot of my ideas are terrible. Starting with a terrible idea is something that I find challenging. I appreciate the challenge. Maybe terrible is too harsh of a word, but I like working uphill.RS What percentage of your work makes it to exhibitions?JS It depends on what’s going on. On average, 50% of things that I start. I try different things out. I start in the dark and end in the light.RS Is it important that your paintings express how you feel?JS Yes. Ultimately, it’s about how honest I am with myself. For the most part, I am an expressionist. Whether I like it or not. But I don’t think many people will see the paintings like that. I hope people put their own feelings into a painting, rather than think of me.Ross Simonini is an artist, writer and composer living in Los Angeles.Josh Smith was born in 1976 in Okinawa, Japan (his father was in the military) and, after a number of relocations, grew up mostly in eastern Tennessee, US. He has lived in New York since 1998. He has had several solo exhibitions in the United States and abroad at institutions including Bonner Kunstverein, Bonn, DE (2016); Museo d’Arte Contemporanea Roma, Rome, IT (2015); The Brant Foundation, Greenwich, CT, US (2011); Centre d’Art Contemporain Genève, Geneva, CH (2009); De Hallen Haarlem, Haarlem, NL (2009); and MUMOK, Vienna, AT (2008). Recent group exhibitions include institutions such as de la Cruz Collection, Miami, FL, US (2023); Astrup Fearnley Museet, Oslo, NO (2023); Museum Brandhorst, Munich, DE (2019); Museum of Modern Art, New York, NY, US (2014); Museum of Contemporary Art, Los Angeles, CA, US (2012); Venice Biennale, Venice, IT (2011); and New Museum, New York, NY, US (2009).",Josh Smith: Studio News,"Lichtenfelsgasse 5, A-1010","Tue-Fri 11am-6pm, Sat 11am-3pm", 24 May  - 20 Jul 2024  
"Galerie Eva Presenhuber, Waldmannstrasse",Zürich,https://www.galleriesnow.net/shows/shara-hughes-tree-farm/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Shara Hughes,https://www.galleriesnow.net/artist/sarah-hughes/,"When Hughes moved to New York in 2014, she had been painting interiors, calculated spaces that frame figures and prop-like objects of personal significance. Soon thereafter, she left these rooms, conjuring instead exterior scenes of swamps and lakes, dense woodlands with strokes for leaves and clearings opening to patches of thunderous faraway skies. Some vistas were framed within a proscenium of branches or the aperture of a cresting wave—pictorial devices signaling the image as having been staged. Hughes has described these ongoing works from the last decade as kinds of imaginary landscapes, most literally in that they do not depict specific places. But this further suggests how Hughes appropriates the genre as a way to think about how one might arrange color and shape on a flat surface into something recognizable.Hughes’s paintings are about painting as much as about nature, of trees grown not in soil but sprouted, as if sui generis, from the sluice of underpainting. In Tree Farm, they flaunt their inventiveness, offering the comparative play of difference within a serial format: one tall tree per vertical canvas. Each painting seems to harbor its own light source, palette, and temperature, cultivating within these distinct atmospheres specimens that arc to the physical edges of supports as if heliotropic, crown their enclosures, or fall to the loam where undergrowth rises to meet the detumescent branches. Color is everywhere saturated and pitched to maximum expressive potential, if modulated according to its site. Wits End is a conflagration of reds and signal orange cut with ribbons of turquoise, lapis, and goldenrod; by contrast, Come and Get It is a nocturne of deep purples and red-brown hills, its gangly protagonist standing erect with so many boughs—evocative of limbs—ending in orbs that redouble the celestial flecks legible as stars.Hughes here coaxes ever more possibilities for compositional generation from her evolving lexicon. Prismatic, faceted planes, arcing lines spaced or tightly striated and ordered, clustering daubs and dots, and transitions between these and other modes of applying paint might be endlessly recombined without yielding the same effects. And in any given instance, Hughes near-magically slips between having the paint signify and be: marks stand for foliage or snow or rock even as they visibly remain marks. Look at any section and watch aspects disambiguate and reverse. Like the psychological tool of the bistable image (most famously in Joseph Jastrow’s representation of the duck that is also a rabbit, but not at the same time), Hughes’s paintings point to how visual experience is organized for the maker as much as for the viewer—and how the positionality of both is very literally determinant.The title, Tree Farm, refers to Hughes’s family’s pine tree farm in western Georgia, where she spent time as a child, amidst new growth that in time came to be large enough to fell and replant. Thus does it introduce not only the shifting perspective of passage through a prepared environment, marked by the volatility of light and weather, but also how fantasy and memory mediate the encounter. Here, Hughes is likewise exhibiting for the first time a group of tabletop ceramics. These small sculptures model arboreal varieties, knobby and slender, sprightly and manicured, their glazes crackling and lustrous by turn as befits the process of firing without controlling the outcome. The makeshift grove that results invites movement to see each piece from multiple vantages and to understand them in relation. As with the accompanying paintings, they continue Hughes’s use of the nominal subject of landscape as a heuristic for experiments in generating form.Accompanying the exhibition is a curated selection of paintings by the artist’s father, Joe Hughes, on view in a cabinet next to the main gallery.Suzanne HudsonShara Hughes was born in 1981 in Atlanta, GA, US, and lives and works in Brooklyn, NY, US. She graduated from the Rhode Island School of Design and later attended the Skowhegan School of Painting and Sculpture. Hughes has been the subject of solo exhibitions at Kunsten Museum of Modern Art, Aalborg, DK (2023); FLAG Art Foundation, New York, NY, US (2022); Kunstmuseum Luzern, Lucerne,  CH (2022); Yuz Museum, Shanghai, CN (2021); Contemporary Art Museum St. Louis, St. Louis, MO, US (2021); Garden Museum, London, GB (2021); Aspen Museum of Art, Aspen, CO, US (2021); and Le Consortium, Dijon, FR (2021). She participated in group exhibitions at institutions including NGV International, Melbourne, Australia, AUS (2024); de la Cruz Collection, Miami, FL, US (2023); Vernon House, Newport, RI, US (2023); San Francisco Museum of Modern Art, San Francisco, CA, US (2023); Long Museum, Shanghai, CN (2023); Fondation Vincent van Gogh Arles, FR (2022); Dallas Museum of Art, Dallas, TX, US (2019); and Whitney Biennial 2017, New York, NY, US (2017).",Shara Hughes: Tree Farm,"Waldmannstrasse 6, CH-8001","Wed-Fri 12-6pm, Sat 11am-5pm & by appointment", 7 Jun  - 20 Jul 2024  
Galerie Georges-Philippe & Nathalie Vallois,Paris,https://www.galleriesnow.net/shows/lucie-picandet-charnieres/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Lucie Picandet,https://www.galleriesnow.net/artist/lucie-picandet/,"“Doesn't the mediocrity of our universe depend essentially on our power of enunciation?” André Breton asked this question in his Introduction au discours sur le peu de réalité « Introduction to the discourse on little reality », a poetic essay published by Gallimard in 1927.It is on the basis of this identity postulated by Kant between language and the faculty of knowing, and also defended by the philosopher of language Ludwig Wittgenstein, that Lucie Picandet has founded a vast project of aesthetic deconstruction that puts it on trial. Her pictorial cosmology, which is concerned with what it is possible to express, or to make visible, is in no way an off-the-ground phantasmagoria. Indeed, Lucie Picandet has chosen to root her work in the organic nature of the body, which links us to all living things. This organicity is beyond the grasp of language, but certainly not beyond the effects of speech, as psychoanalysis teaches us. How can we restore the reality deficit filtered through language, logic and discursive reason? By symbolically giving a voice to fictional, non-human entities such as parasites, radiolarians, bats, gorillas and octopuses, Lucie Picandet conjures up a relativistic space that could accommodate the multiplicity of worlds (...) Lucie Picandet's ambitious project to connect us to a ""bodily perception"" unfolds with humour, tenderness and fantasy.She has been doing this ever since she wrote a poem with the evocative title ""Le Grand Tanneur"" (The Great Tanner) in 2006, and deploys this approach in paintings whose organic forms refer to landscape, taking uson a journey through a large imaginary body. Flattened by a series of cuts inspired by the shapes of anatomical plates, these bodies, open like coats, house multiple worlds whose capillary effects always occur on the edge of the landscape, on the boundary between the exterior and the interior. In these ""interior landscapes"", Lucie Picandet uses topographical analogies that borrow from ecology, the notion of earth and humus, and from medicine, through notions of cosmetics and symptoms, surface and depth, healing and repair. By paying homage to the figure of the earthworm, or the parasite, she turns our attention to the gestation of living forms that takes place beneath our feet, or that of the vast microbial world that our bodies harbour. Her 'hospitable landscapes' welcome the evils of the earth and transform them into exuberant flora. In the ""mythical subterranean city"" of Agartha, painted in 2022, and of which the cave painted this year is perhaps an extension, ""the drops of sweat from our sick world fall to find a place of choice, they are set like precious stones"". Lucie Picandet's work seems to be entirely influenced by the Platonic notion of the ""Pharmakon"", revived by the philosopher Jacques Derrida to reflect on the paradoxical dynamics of written expression. It is both a source of ills and cures, a poison and a remedy, an outlet that is as addictive as it is liberating.So, within this imaginary pharmakological universe, animated by inter-species solidarity networks, she imagined it Incarnatrices. “Unlike carnivorous plants, they allow spirits or ideas to pass through their long, nourishing stems to form, take shape and blossom into brilliantly beautiful flowers.” “They are life machines, halfway between a totem (or sceptre) and an alien. They express (...) the mystery of Greek phusis : that by which life grows”. Should we put Lucie Picandet's multi-dimensional, multi-directional glasses on our nose, they will reveal how the extraordinary meticulousness of her paintings is a poetic incitement to suspend the many technological constructions that take us away from the sensitive world, and to enter fully into a nature that is also profoundly our own, to carve out its future with the strength of renewed wonder, and without fear of its desires.Marguerite Pilven",Lucie Picandet: Charnières,"33 & 36 Rue de Seine, 75006",Mon-Sat 10.30am-7.30pm, 29 Apr  - 1 Jun 2024  
Galerie Georges-Philippe & Nathalie Vallois,Paris,https://www.galleriesnow.net/shows/pilar-albarracin-alta-tension/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Pilar Albarracín,https://www.galleriesnow.net/artist/pilar-albarracin/,"There are large flowers painted on paper. Red, pink and blue flowers with generous, open petals. Animals too. Carp, cranes, peacocks. Various plants.These are familiar motifs. These are the patterns found on Manila shawls, embroidered stoles closely associated with Spain but whose origins are more complex. Historically made in China, they were shipped between the 16th and 19th centuries on the galleons of the Spanish Empire via the Philippines and Mexico, before finally arriving in Spain to become a traditional folk accessory and a typical symbol.In a double movement of deconstruction and illumination, Pilar Albarracín has chosen to use them as motifs for a series of recent works called Almas Robadas « Stolen souls » in English, isolating them and reproducing them on paper on a large scale. Then in her studio turned into an embroidery workshop - a medium familiar to the artist born in 1968 in Seville - a metamorphosis takes place. Busy around the large drawings, a makeshift sewing workshop covers the backs of the painted flowers and animals with thousands of pins that precisely follow the coloured lines and contours.They redraw them by piercing the paper in a repeated, almost ritualistic gesture. Literally pinned, the motifs change in meaning, nature and appearance.Imitating the fabric, their steel second skin is both captivating and unsettling. This duality is part of their story and is embodied in the space: the works can be seen on both sides, presenting two opposing facets. Two different visions of the same reality. One seductive and violent, the other harmless and neutral. It is a question of point of view.If you look up, you will see another equally ambivalent sight in the form of the installations Rompimiento de gloria I and II from the Lujo Iberico series (2001). Their title refers to the technique used in painting and high relief from the Renaissance to the Baroque period to separate the earthly and celestial worlds. Here Pilar Albarracín has fun linking them together, with the humour and irreverence that characterizes her work. Hailing from Sierra de Aracena where the emblematic Iberian Pata Negra is made, the artist transforms the gallery into a sumptuous delicatessen, hanging from the ceiling a set of dark velvet pieces in the shape of chorizo and blood sausage, which she considers to be her version of Proust’s madeleine cakes. It is a way of coming to terms with a given cultural heritage, of playing with it and combining the vulgar with the sacred by dressing everyday sausage in fabric worn by kings and religious dignitaries.« Alta Tensión », her new exhibition at Galerie G.P & N. Vallois, is something of a melting pot. A melting pot of different worlds, traditions, eras and dominations. Pilar Albarracín goes back in time and history, revisiting established narratives, codes and clichés that forge cultures and identities, assigning and fixing people and ideas.She pins them down, turns them around and questions them with genuine gentleness and intensity.Barbara Soyer",Pilar Albarracín: Alta tensión,"33 & 36 Rue de Seine, 75006",Mon-Sat 10.30am-7.30pm, 29 Apr  - 1 Jun 2024  
