galery_name,gallery_link,gallery_imgs
Hauser & Wirth Paris,https://www.galleriesnow.net/gallery/hauser-wirth/,"[""https://www.galleriesnow.net/wp-content/uploads/2024/03/Hauser-Wirth-Los-Angeles-Jason-Rhoades-1.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/04/Hauser-Wirth-Wooster-Street-Roni-Horn-3.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Hauser-Wirth-22nd-St-Rita-Ackermann-2.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Hauser-Wirth-22nd-St-Jennifer-Rochlin-1.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Hauser-Wirth-22nd-St-Eva-Hesse-1.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Hauser-Wirth-22nd-St-Mary-Heilmann-1.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Hauser-Wirth-18th-St-Rita-Ackermann-2.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Hauser-Wirth-London-Isa-Genzken-1.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Hauser-Wirth-London-Harmony-Korine-1.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Hauser-Wirth-Menorca-Roni-Horn-2.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Hauser-Wirth-Menorca-Chillida-1.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Phyllida-Barlow.jpg""]"
"Jeanne Bucher Jaeger, Marais",https://www.galleriesnow.net/gallery/jeanne-bucher-jaeger/,"[""https://www.galleriesnow.net/wp-content/uploads/2024/03/Jeanne-Bucher-Jaeger-Susumu-Shingu-1.jpg""]"
Lelong & Co.,https://www.galleriesnow.net/gallery/galerie-lelong/,"[""https://www.galleriesnow.net/wp-content/uploads/2024/05/Galerie-Lelong-Co-New-York-Jaume-Plensa-1.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/W25579Number402HD.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/GL_Site_BandeauDERNIER.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Vue-datelier-2024.-Photo-Nicolas-Brasseur-1.jpg""]"
Lelong & Co. Matignon,https://www.galleriesnow.net/gallery/galerie-lelong/,"[""https://www.galleriesnow.net/wp-content/uploads/2024/05/Galerie-Lelong-Co-New-York-Jaume-Plensa-1.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/W25579Number402HD.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/GL_Site_BandeauDERNIER.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Vue-datelier-2024.-Photo-Nicolas-Brasseur-1.jpg""]"
Marian Goodman,https://www.galleriesnow.net/gallery/marian-goodman/,"[""https://www.galleriesnow.net/wp-content/uploads/2024/05/Marian-Goodman-Los-Angeles-Tony-Cragg-1.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Marian-Goodman-New-York-Giuseppe-Penone-9.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/struth_paris_2024.jpg""]"
"Max Hetzler, Paris",https://www.galleriesnow.net/gallery/galerie-max-hetzler/,"[""https://www.galleriesnow.net/wp-content/uploads/2024/05/Galerie-Max-Hetzler-B45-Sean-Scully.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Galerie-Max-Hetzler-B15-16-Sean-Scully.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Galerie-Max-Hetzler-Mark-Grotjahn-1.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Galerie-Max-Hetzler-Tursic-Mille-1.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Giulia-Andreani.jpg""]"
Mitterrand,https://www.galleriesnow.net/gallery/galerie-mitterrand/,"[""https://www.galleriesnow.net/wp-content/uploads/2024/05/GM-2024-R0224-Raphael-Zarka-04-copie14.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/GM-2024-R0424-My-Lan-Hoang-Thuy-060.jpeg""]"
Perrotin,https://www.galleriesnow.net/gallery/galerie-perrotin/,"[""https://www.galleriesnow.net/wp-content/uploads/2024/05/Perrotin-Los-Angeles-MSCHF-1.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/04/Perrotin-Marais-Hernan-Bas-1.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/04/Perrotin-Marais-Klara-Kristalova-1.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/04/Perrotin-Marais-Julian-Charriere-1.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/A01-\ud06c\uac8c.jpeg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Perrotin-Matignon-Kelly-Beeman-1.jpg""]"
"Perrotin Marais, Paris",https://www.galleriesnow.net/gallery/galerie-perrotin/,"[""https://www.galleriesnow.net/wp-content/uploads/2024/05/Perrotin-Los-Angeles-MSCHF-1.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/04/Perrotin-Marais-Hernan-Bas-1.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/04/Perrotin-Marais-Klara-Kristalova-1.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/04/Perrotin-Marais-Julian-Charriere-1.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/A01-\ud06c\uac8c.jpeg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Perrotin-Matignon-Kelly-Beeman-1.jpg""]"
Semiose,https://www.galleriesnow.net/gallery/semiose/,"[""https://www.galleriesnow.net/wp-content/uploads/2024/05/Semiose-Drew-Dodge-1.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Semiose-Justin-Liam-O-Brien-1.jpg""]"
Skarstedt Paris,https://www.galleriesnow.net/gallery/skarstedt-gallery/,"[""https://www.galleriesnow.net/wp-content/uploads/2024/05/Skarstedt-Paris-Cindy-Sherman-1.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Skarstedt-New-York-Chantal-Joffe-5.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Yuan-Fang.jpg""]"
Templon,https://www.galleriesnow.net/gallery/templon/,"[""https://www.galleriesnow.net/wp-content/uploads/2024/05/Templon-Brussels-Abdoulaye-Konate-2.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Templon-New-York-Norbert-Bisky-6.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Templon-Paris-Francois-Rouan-8.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Templon-Paris-Michael-Ray-Charles-4.jpg""]"
"Thaddaeus Ropac, Marais",https://www.galleriesnow.net/gallery/galerie-thaddaeus-ropac/,"[""https://www.galleriesnow.net/wp-content/uploads/2024/04/Thaddaeus-Ropac-London-Robert-Rauschenberg-3.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Sean-Scully-Ropac.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Alex-Katz-Ropac.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Not-Vital-Ropac.jpg""]"
"Thaddaeus Ropac, Pantin",https://www.galleriesnow.net/gallery/galerie-thaddaeus-ropac/,"[""https://www.galleriesnow.net/wp-content/uploads/2024/04/Thaddaeus-Ropac-London-Robert-Rauschenberg-3.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Sean-Scully-Ropac.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Alex-Katz-Ropac.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/05/Not-Vital-Ropac.jpg""]"
Tornabuoni Art,https://www.galleriesnow.net/gallery/tornabuoni-art/,"[""https://www.galleriesnow.net/wp-content/uploads/2023/11/DORAZIO-scaled-e1699030469959.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2023/12/Tornabuoni-Arte-Florence-Antologia-scelta-2024-1.jpg"", ""https://www.galleriesnow.net/wp-content/uploads/2024/04/Tornabuoni-Art-An-alphabet-of-order-and-disorder-1.jpg""]"
